"ucl","uel","epl","LaLiga","Bundesliga","SerieA","Ligue1","hours","years","fifa","age","origin","gender","sm","region","marketing","ajax","everton","lyon","arsenal","valencia","schalke","napoli","barcelona","manu","besiktas","chelsea","acmilan","juventus","monaco","feyenoord","liverpool","galatasaray","nice","dortmund","intermilan","leicestercity","wolfsburg","porto","atletico","mancity","montpellier","bayernmunich","realmadrid","tottenham","marseille","roma","villarreal","fenerbahce","psg","benfica","sevilla","juventusS","intermilanS","dortmundS","monacoS","chelseaS","bayernmunichS","schalkeS","barcelonaS","liverpoolS","tottenhamS","atleticoS","mancityS","manuS","realmadridS","ajaxS","napoliS","leicestercityS","wolfsburgS","tc","tcp","ts","tsp"
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Never","42+","Foreign Country","Male","Never","Region 3","Strongly Disagree",1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,17,47.2,16,44.4
"Yes","Yes","Yes","No","No","Yes","No","1-4 Hours","6+ Years","Never","42+","United States","Other Not Listed","Never","Region 3","Agree",0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,16,44.4,5,13.9
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","42+","United States","Male","Never","Region 5","Strongly Agree",0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,15,41.7,6,16.7
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","42+","United States","Female","Never","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"Yes","Yes","Yes","No","Yes","No","No","1-4 Hours","6+ Years","Never","42+","United States","Male","Never","Region 5","Agree",0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,25,69.4,8,22.2
"Yes","Yes","Yes","Yes","Yes","Yes","No","1-4 Hours","6+ Years","Never","42+","United States","Male","Never","Region 5","Agree",1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,55.6,3,8.3
"Yes","No","Yes","No","No","No","No","5+ Hours","6+ Years","Never","30-41","Foreign Country","Female","Never","Region 2","Agree",0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,21,58.3,4,11.1
"Yes","Yes","Yes","Yes","No","No","No","5+ Hours","6+ Years","Never","26-29","Foreign Country","Male","Never","No Response","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,36,100,16,44.4
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Never","42+","Foreign Country","Male","Never","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,29,80.6,6,16.7
"Yes","Yes","No","Yes","Yes","No","No","1-4 Hours","6+ Years","No Response","No Response","No Response","No Response","Never","Region 1","Strongly Agree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5.6,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","18-21","United States","Female","Never","Region 4","No Response",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"Yes","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","18-21","United States","Female","Never","Region 4","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","22-25","United States","Male","Never","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","42+","United States","Male","Never","Region 5","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Rarely or Monthly","22-25","United States","Male","Never","Region 5","Agree",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.9,0,0
"Yes","No","Yes","No","Yes","Yes","No","1-4 Hours","6+ Years","Rarely or Monthly","26-29","United States","Female","Never","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,29,80.6,10,27.8
"Yes","Yes","No","Yes","No","No","No","1-4 Hours","3-4 Years","Rarely or Monthly","30-41","Foreign Country","Male","Never","Region 1","Disagree",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13.9,1,2.8
"Yes","No","No","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Never","Region 1","Agree",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8,22.2,3,8.3
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Male","Never","Region 5","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,91.7,18,50
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Never","Region 5","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","No","No","No","5+ Hours","6+ Years","Weekly or Daily","22-25","United States","Male","Never","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,36,100,13,36.1
"No","No","No","No","No","No","No","0 Hours","0 Years","Weekly or Daily","22-25","United States","Male","No Response","Region 3","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,8.3
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","30-41","United States","Male","No Response","Region 5","Agree",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19.4,0,0
"Yes","Yes","Yes","No","No","No","No","1-4 Hours","6+ Years","Weekly or Daily","No Response","No Response","Male","No Response","Region 2","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,32,88.9,6,16.7
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","6+ Years","Weekly or Daily","18-21","Foreign Country","Male","No Response","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","5+ Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","No Response","No Response","Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,100,18,50
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","No Response","No Response","No Response","No Response","Region 4","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Rarely or Monthly","18-21","United States","Male","No Response","Region 5","Disagree",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Male","No Response","Region 4","Agree",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","No Response","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","No Response","Region 4","No Response",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","No Response","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","No","No","No","No","No","1-4 Hours","6+ Years","Never","42+","Foreign Country","Male","No Response","No Response","Agree",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,22.2,1,2.8
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","42+","United States","Male","No Response","Region 3","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,1,2.8
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","5-6 Years","Never","42+","United States","Male","No Response","Region 5","Agree",1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,27.8,1,2.8
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","No Response","No Response","No Response","No Response","No Response","Disagree",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,10,27.8,4,11.1
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Never","No Response","Foreign Country","Male","No Response","Region 5","Strongly Agree",0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,22,61.1,9,25
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","18-21","Foreign Country","Male","No Response","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","Yes","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 2","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 3","No Response",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,13.9,2,5.6
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 5","Agree",1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,30.6,3,8.3
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 5","Agree",1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","No Response","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","Yes","1-4 Hours","3-4 Years","No Response","26-29","United States","Female","No Response","No Response","Strongly Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","Yes","No","No","No","1-4 Hours","3-4 Years","No Response","No Response","No Response","No Response","No Response","No Response","No Response",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,0
"Yes","Yes","Yes","No","No","No","No","1-4 Hours","6+ Years","No Response","No Response","No Response","No Response","No Response","No Response","Strongly Agree",0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,66.7,0,0
